Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2001,1883,Karlskoga,V,,,,,S,,,,
1998,1884,Nora,V,,,,,S,,MP,,
1999,1884,Nora,V,,,,,S,,MP,,
2000,1884,Nora,V,,,,,S,,MP,,
2001,1884,Nora,V,,,,,S,,MP,,
1998,1885,Lindesberg,V,,,,,S,V,,,
1999,1885,Lindesberg,V,,,,,S,V,,,
2000,1885,Lindesberg,V,,,,,S,V,,,
2001,1885,Lindesberg,V,,,,,S,V,,,
1998,1904,Skinnskatteberg,V,,,,,S,V,,,
1999,1904,Skinnskatteberg,V,,,,,S,V,,,
2000,1904,Skinnskatteberg,V,,,,,S,V,,,
2001,1904,Skinnskatteberg,V,,,,,S,V,,,
1998,1907,Surahammar,V,,,,,S,V,,,
1999,1907,Surahammar,V,,,,,S,V,,,
2000,1907,Surahammar,V,,,,,S,V,,,
2001,1907,Surahammar,V,,,,,S,V,,,
1998,1960,Kungsör,V,,,,,S,V,,,ÖP
1999,1960,Kungsör,V,,,,,S,V,,,ÖP
2000,1960,Kungsör,V,,,,,S,V,,,ÖP
2001,1960,Kungsör,V,,,,,S,V,,,ÖP
1998,1961,Hallstahammar,V,,,,,S,V,,,
1999,1961,Hallstahammar,V,,,,,S,V,,,
2000,1961,Hallstahammar,V,,,,,S,V,,,
2001,1961,Hallstahammar,V,,,,,S,V,,,
1998,1962,Norberg,V,,,,,,V,,,
1999,1962,Norberg,V,,,,,,V,,,
2000,1962,Norberg,V,,,,,,V,,,
2001,1962,Norberg,V,,,,,,V,,,
1998,1980,Västerås,V,,,,,S,V,MP,,
1999,1980,Västerås,V,,,,,S,V,MP,,
2000,1980,Västerås,V,,,,,S,V,MP,,
2001,1980,Västerås,V,,,,,S,V,MP,,
1998,1981,Sala,B,M,C,L,KD,,,,,ÖP
1999,1981,Sala,B,M,C,L,KD,,,,,ÖP
2000,1981,Sala,B,M,C,L,KD,,,,,ÖP
2001,1981,Sala,B,M,C,L,KD,,,,,ÖP
1998,1982,Fagersta,BL,,,,,,V,,,
1999,1982,Fagersta,BL,,,,,,V,,,
2000,1982,Fagersta,BL,,,,,,V,,,
2001,1982,Fagersta,BL,,,,,,V,,,
1998,1983,Köping,V,,,,,S,V,MP,,
1999,1983,Köping,V,,,,,S,V,MP,,
2000,1983,Köping,V,,,,,S,V,MP,,
2001,1983,Köping,V,,,,,S,V,MP,,
1998,1984,Arboga,BL,,C,,,S,,,,
1999,1984,Arboga,BL,,C,,,S,,,,
2000,1984,Arboga,BL,,C,,,S,,,,
2001,1984,Arboga,BL,,C,,,S,,,,
1998,2021,Vansbro,BL,,,,,,,,,
1999,2021,Vansbro,BL,,,,,,,,,
2000,2021,Vansbro,BL,,,,,,,,,
2001,2021,Vansbro,BL,,,,,,,,,
1998,2023,Malung- Sälen,V,,,,,S,V,,,
1999,2023,Malung- Sälen,V,,,,,S,V,,,
2000,2023,Malung- Sälen,V,,,,,S,V,,,
2001,2023,Malung- Sälen,V,,,,,S,V,,,
1998,2026,Gagnef,B,M,C,L,KD,,,MP,,
1999,2026,Gagnef,B,M,C,L,KD,,,MP,,
2000,2026,Gagnef,B,M,C,L,KD,,,MP,,
2001,2026,Gagnef,B,M,C,L,KD,,,MP,,
1998,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1999,2029,Leksand,B,M,C,L,KD,,,,,ÖP
2000,2029,Leksand,B,M,C,L,KD,,,,,ÖP
2001,2029,Leksand,B,M,C,L,KD,,,,,ÖP
1998,2031,Rättvik,B,M,C,L,KD,,,,,ÖP
1999,2031,Rättvik,B,M,C,L,KD,,,,,ÖP
2000,2031,Rättvik,B,M,C,L,KD,,,,,ÖP
2001,2031,Rättvik,B,M,C,L,KD,,,,,ÖP
1998,2034,Orsa,V,,,,,S,V,MP,,
1999,2034,Orsa,V,,,,,S,V,MP,,
2000,2034,Orsa,V,,,,,S,V,MP,,
2001,2034,Orsa,V,,,,,S,V,MP,,
1998,2039,Älvdalen,BL,,C,,,S,,,,
1999,2039,Älvdalen,BL,,C,,,S,,,,
2000,2039,Älvdalen,BL,,C,,,S,,,,
2001,2039,Älvdalen,BL,,C,,,S,,,,
1998,2061,Smedjebacken,BL,,C,,,S,,,,
1999,2061,Smedjebacken,BL,,C,,,S,,,,
2000,2061,Smedjebacken,BL,,C,,,S,,,,
2001,2061,Smedjebacken,BL,,C,,,S,,,,
1998,2062,Mora,B,M,C,L,KD,,,MP,,ÖP
1999,2062,Mora,B,M,C,L,KD,,,MP,,ÖP
2000,2062,Mora,B,M,C,L,KD,,,MP,,ÖP
2001,2062,Mora,B,M,C,L,KD,,,MP,,ÖP
1998,2080,Falun,A,M,C,L,KD,,,,,ÖP
1999,2080,Falun,A,M,C,L,KD,,,,,ÖP
2000,2080,Falun,A,M,C,L,KD,,,,,ÖP
2001,2080,Falun,A,M,C,L,KD,,,,,ÖP
1998,2081,Borlänge,V,,,,,S,,,,
1999,2081,Borlänge,V,,,,,S,,,,
2000,2081,Borlänge,V,,,,,S,,,,
2001,2081,Borlänge,V,,,,,S,,,,
1998,2082,Säter,B,M,C,L,KD,,,,,
1999,2082,Säter,B,M,C,L,KD,,,,,
2000,2082,Säter,B,M,C,L,KD,,,,,
2001,2082,Säter,B,M,C,L,KD,,,,,
1998,2083,Hedemora,V,,,,,S,V,,,
1999,2083,Hedemora,V,,,,,S,V,,,
2000,2083,Hedemora,V,,,,,S,V,,,
2001,2083,Hedemora,V,,,,,S,V,,,
1998,2084,Avesta,V,,,,,S,V,MP,,
1999,2084,Avesta,V,,,,,S,V,MP,,
2000,2084,Avesta,V,,,,,S,V,MP,,
2001,2084,Avesta,V,,,,,S,V,MP,,
1998,2085,Ludvika,V,,,,,S,,,,
1999,2085,Ludvika,V,,,,,S,,,,
2000,2085,Ludvika,V,,,,,S,,,,
2001,2085,Ludvika,V,,,,,S,,,,
1998,2101,Ockelbo,V,,,,,S,V,,,
1999,2101,Ockelbo,V,,,,,S,V,,,
2000,2101,Ockelbo,V,,,,,S,V,,,
2001,2101,Ockelbo,V,,,,,S,V,,,
1998,2104,Hofors,V,,,,,S,,,,
1999,2104,Hofors,V,,,,,S,,,,
2000,2104,Hofors,V,,,,,S,,,,
2001,2104,Hofors,V,,,,,S,,,,
1998,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1999,2121,Ovanåker,B,M,C,L,KD,,,MP,,
2000,2121,Ovanåker,B,M,C,L,KD,,,MP,,
2001,2121,Ovanåker,B,M,C,L,KD,,,MP,,
1998,2132,Nordanstig,V,,,,,S,V,MP,,
1999,2132,Nordanstig,V,,,,,S,V,MP,,
2000,2132,Nordanstig,V,,,,,S,V,MP,,
2001,2132,Nordanstig,V,,,,,S,V,MP,,
1998,2161,Ljusdal,V,,,,,S,V,,,
1999,2161,Ljusdal,V,,,,,S,V,,,
2000,2161,Ljusdal,V,,,,,S,V,,,
2001,2161,Ljusdal,V,,,,,S,V,,,
1998,2180,Gävle,V,,,,,S,V,,,
1999,2180,Gävle,V,,,,,S,V,,,
2000,2180,Gävle,V,,,,,S,V,,,
2001,2180,Gävle,V,,,,,S,V,,,
1998,2181,Sandviken,V,,,,,S,,,,
1999,2181,Sandviken,V,,,,,S,,,,
2000,2181,Sandviken,V,,,,,S,,,,
2001,2181,Sandviken,V,,,,,S,,,,
1998,2182,Söderhamn,BL,,,,,,,,,
1999,2182,Söderhamn,BL,,,,,,,,,
2000,2182,Söderhamn,BL,,,,,,,,,
2001,2182,Söderhamn,BL,,,,,,,,,
1998,2183,Bollnäs,V,,,,,S,V,MP,,
1999,2183,Bollnäs,V,,,,,S,V,MP,,
2000,2183,Bollnäs,V,,,,,S,V,MP,,
2001,2183,Bollnäs,V,,,,,S,V,MP,,
1998,2184,Hudiksvall,V,,,,,S,V,,,
1999,2184,Hudiksvall,V,,,,,S,V,,,
2000,2184,Hudiksvall,V,,,,,S,V,,,
2001,2184,Hudiksvall,V,,,,,S,V,,,
1998,2260,Ånge,V,,,,,S,,,,
1999,2260,Ånge,V,,,,,S,,,,
2000,2260,Ånge,V,,,,,S,,,,
2001,2260,Ånge,V,,,,,S,,,,
1998,2262,Timrå,BL,M,C,L,KD,,V,MP,,
1999,2262,Timrå,BL,M,C,L,KD,,V,MP,,
2000,2262,Timrå,BL,M,C,L,KD,,V,MP,,
2001,2262,Timrå,BL,M,C,L,KD,,V,MP,,
1998,2280,Härnösand,BL,,,,KD,S,V,MP,,
1999,2280,Härnösand,BL,,,,KD,S,V,MP,,
2000,2280,Härnösand,BL,,,,KD,S,V,MP,,
2001,2280,Härnösand,BL,,,,KD,S,V,MP,,
1998,2281,Sundsvall,V,,,,,S,V,,,
1999,2281,Sundsvall,V,,,,,S,V,,,
2000,2281,Sundsvall,V,,,,,S,V,,,
2001,2281,Sundsvall,V,,,,,S,V,,,
1998,2282,Kramfors,V,,,,,S,V,,,
1999,2282,Kramfors,V,,,,,S,V,,,
2000,2282,Kramfors,V,,,,,S,V,,,
2001,2282,Kramfors,V,,,,,S,V,,,
1998,2283,Sollefteå,V,,,,,S,V,,,
1999,2283,Sollefteå,V,,,,,S,V,,,
2000,2283,Sollefteå,V,,,,,S,V,,,
2001,2283,Sollefteå,V,,,,,S,V,,,
1998,2284,Örnsköldsvik,V,,,,,S,,,,
1999,2284,Örnsköldsvik,V,,,,,S,,,,
2000,2284,Örnsköldsvik,V,,,,,S,,,,
2001,2284,Örnsköldsvik,V,,,,,S,,,,
1998,2303,Ragunda,V,,,,,S,V,,,
1999,2303,Ragunda,V,,,,,S,V,,,
2000,2303,Ragunda,V,,,,,S,V,,,
2001,2303,Ragunda,V,,,,,S,V,,,
1998,2305,Bräcke,V,,,,,S,,,,
1999,2305,Bräcke,V,,,,,S,,,,
2000,2305,Bräcke,V,,,,,S,,,,
2001,2305,Bräcke,V,,,,,S,,,,
1998,2309,Krokom,BL,,C,,,S,,,,
1999,2309,Krokom,BL,,C,,,S,,,,
2000,2309,Krokom,BL,,C,,,S,,,,
2001,2309,Krokom,BL,,C,,,S,,,,
1998,2313,Strömsund,V,,,,,S,,,,
1999,2313,Strömsund,V,,,,,S,,,,
2000,2313,Strömsund,V,,,,,S,,,,
2001,2313,Strömsund,V,,,,,S,,,,
1998,2321,Åre,B,M,C,L,,,,,,
1999,2321,Åre,B,M,C,L,,,,,,
2000,2321,Åre,B,M,C,L,,,,,,
2001,2321,Åre,B,M,C,L,,,,,,
1998,2326,Berg,B,M,C,L,KD,,,,,
1999,2326,Berg,B,M,C,L,KD,,,,,
2000,2326,Berg,B,M,C,L,KD,,,,,
2001,2326,Berg,B,M,C,L,KD,,,,,
1998,2361,Härjedalen,V,,,,,S,V,,,
1999,2361,Härjedalen,V,,,,,S,V,,,
2000,2361,Härjedalen,V,,,,,S,V,,,
2001,2361,Härjedalen,V,,,,,S,V,,,
1998,2380,Östersund,V,,,,,S,V,MP,,
1999,2380,Östersund,V,,,,,S,V,MP,,
2000,2380,Östersund,V,,,,,S,V,MP,,
2001,2380,Östersund,V,,,,,S,V,MP,,
1998,2401,Nordmaling,B,M,C,L,KD,,,,,ÖP
1999,2401,Nordmaling,B,M,C,L,KD,,,,,ÖP
2000,2401,Nordmaling,B,M,C,L,KD,,,,,ÖP
2001,2401,Nordmaling,B,M,C,L,KD,,,,,ÖP
1998,2403,Bjurholm,B,M,C,L,KD,,,,,
1999,2403,Bjurholm,B,M,C,L,KD,,,,,
2000,2403,Bjurholm,B,M,C,L,KD,,,,,
2001,2403,Bjurholm,B,M,C,L,KD,,,,,
1998,2404,Vindeln,BL,,C,,KD,S,,,,
1999,2404,Vindeln,BL,,C,,KD,S,,,,
2000,2404,Vindeln,BL,,C,,KD,S,,,,
2001,2404,Vindeln,BL,,C,,KD,S,,,,
1998,2409,Robertsfors,BL,M,,L,,S,,MP,,
1999,2409,Robertsfors,BL,M,,L,,S,,MP,,
2000,2409,Robertsfors,BL,M,,L,,S,,MP,,
2001,2409,Robertsfors,BL,M,,L,,S,,MP,,
1998,2417,Norsjö,B,M,C,L,KD,,,,,
1999,2417,Norsjö,B,M,C,L,KD,,,,,
2000,2417,Norsjö,B,M,C,L,KD,,,,,
2001,2417,Norsjö,B,M,C,L,KD,,,,,
1998,2418,Malå,V,,,,,S,,,,
1999,2418,Malå,V,,,,,S,,,,
2000,2418,Malå,V,,,,,S,,,,
2001,2418,Malå,V,,,,,S,,,,
1998,2421,Storuman,BL,,,,,,,,,
1999,2421,Storuman,BL,,,,,,,,,
2000,2421,Storuman,BL,,,,,,,,,
2001,2421,Storuman,BL,,,,,,,,,
1998,2422,Sorsele,V,,,,,S,,,,
1999,2422,Sorsele,V,,,,,S,,,,
2000,2422,Sorsele,V,,,,,S,,,,
2001,2422,Sorsele,V,,,,,S,,,,
1998,2425,Dorotea,B,,C,L,,,,,,ÖP
1999,2425,Dorotea,B,,C,L,,,,,,ÖP
2000,2425,Dorotea,B,,C,L,,,,,,ÖP
2001,2425,Dorotea,B,,C,L,,,,,,ÖP
1998,2460,Vännäs,V,,,,,S,V,,,
1999,2460,Vännäs,V,,,,,S,V,,,
2000,2460,Vännäs,V,,,,,S,V,,,
2001,2460,Vännäs,V,,,,,S,V,,,
1998,2462,Vilhelmina,V,,,,,S,,,,
1999,2462,Vilhelmina,V,,,,,S,,,,
2000,2462,Vilhelmina,V,,,,,S,,,,
2001,2462,Vilhelmina,V,,,,,S,,,,
1998,2463,Åsele,B,M,C,L,KD,,,,,ÖP
1999,2463,Åsele,B,M,C,L,KD,,,,,ÖP
2000,2463,Åsele,B,M,C,L,KD,,,,,ÖP
2001,2463,Åsele,B,M,C,L,KD,,,,,ÖP
1998,2480,Umeå,V,,,,,S,V,,,
1999,2480,Umeå,V,,,,,S,V,,,
2000,2480,Umeå,V,,,,,S,V,,,
2001,2480,Umeå,V,,,,,S,V,,,
1998,2481,Lycksele,V,,,,,S,V,,,
1999,2481,Lycksele,V,,,,,S,V,,,
2000,2481,Lycksele,V,,,,,S,V,,,
2001,2481,Lycksele,V,,,,,S,V,,,
1998,2482,Skellefteå,V,,,,,S,,,,
1999,2482,Skellefteå,V,,,,,S,,,,
2000,2482,Skellefteå,V,,,,,S,,,,
2001,2482,Skellefteå,V,,,,,S,,,,
1998,2505,Arvidsjaur,V,,,,,S,,,,
1999,2505,Arvidsjaur,V,,,,,S,,,,
2000,2505,Arvidsjaur,V,,,,,S,,,,
2001,2505,Arvidsjaur,V,,,,,S,,,,
1998,2506,Arjeplog,V,,,,,S,V,,,
1999,2506,Arjeplog,V,,,,,S,V,,,
2000,2506,Arjeplog,V,,,,,S,V,,,
2001,2506,Arjeplog,V,,,,,S,V,,,
1998,2510,Jokkmokk,V,,,,,S,,,,ÖP
1999,2510,Jokkmokk,V,,,,,S,,,,ÖP
2000,2510,Jokkmokk,V,,,,,S,,,,ÖP
2001,2510,Jokkmokk,V,,,,,S,,,,ÖP
1998,2513,Överkalix,V,,,,,S,,,,
1999,2513,Överkalix,V,,,,,S,,,,
2000,2513,Överkalix,V,,,,,S,,,,
2001,2513,Överkalix,V,,,,,S,,,,
1998,2514,Kalix,BL,M,C,L,KD,,V,,,ÖP
1999,2514,Kalix,BL,M,C,L,KD,,V,,,ÖP
2000,2514,Kalix,BL,M,C,L,KD,,V,,,ÖP
2001,2514,Kalix,BL,M,C,L,KD,,V,,,ÖP
1998,2518,Övertorneå,BL,,C,,,S,V,,,
1999,2518,Övertorneå,BL,,C,,,S,V,,,
2000,2518,Övertorneå,BL,,C,,,S,V,,,
2001,2518,Övertorneå,BL,,C,,,S,V,,,
1998,2521,Pajala,V,,,,,S,V,,,
1999,2521,Pajala,V,,,,,S,V,,,
2000,2521,Pajala,V,,,,,S,V,,,
2001,2521,Pajala,V,,,,,S,V,,,
1998,2523,Gällivare,V,,,,,S,V,,,
1999,2523,Gällivare,V,,,,,S,V,,,
2000,2523,Gällivare,V,,,,,S,V,,,
2001,2523,Gällivare,V,,,,,S,V,,,
1998,2560,Älvsbyn,V,,,,,S,V,,,
1999,2560,Älvsbyn,V,,,,,S,V,,,
2000,2560,Älvsbyn,V,,,,,S,V,,,
2001,2560,Älvsbyn,V,,,,,S,V,,,
1998,2580,Luleå,V,,,,,S,V,,,
1999,2580,Luleå,V,,,,,S,V,,,
2000,2580,Luleå,V,,,,,S,V,,,
2001,2580,Luleå,V,,,,,S,V,,,
1998,2581,Piteå,V,,,,,S,,,,
1999,2581,Piteå,V,,,,,S,,,,
2000,2581,Piteå,V,,,,,S,,,,
2001,2581,Piteå,V,,,,,S,,,,
1998,2582,Boden,V,,,,,S,V,MP,,
1999,2582,Boden,V,,,,,S,V,MP,,
2000,2582,Boden,V,,,,,S,V,MP,,
2001,2582,Boden,V,,,,,S,V,MP,,
1998,2583,Haparanda,BL,,C,,,S,,,,
1999,2583,Haparanda,BL,,C,,,S,,,,
2000,2583,Haparanda,BL,,C,,,S,,,,
2001,2583,Haparanda,BL,,C,,,S,,,,
1998,2584,Kiruna,V,,,,,S,,,,ÖP
1999,2584,Kiruna,V,,,,,S,,,,ÖP
2000,2584,Kiruna,V,,,,,S,,,,ÖP
2001,2584,Kiruna,V,,,,,S,,,,ÖP
2002,114,Upplands väsby,V,,,,,S,V,MP,,
2003,114,Upplands väsby,V,,,,,S,V,MP,,
2004,114,Upplands väsby,V,,,,,S,V,MP,,
2005,114,Upplands väsby,V,,,,,S,V,MP,,
2002,115,Vallentuna,B,M,C,L,KD,,,,,
2003,115,Vallentuna,B,M,C,L,KD,,,,,
2004,115,Vallentuna,B,M,C,L,KD,,,,,
2005,115,Vallentuna,B,M,C,L,KD,,,,,
2002,117,Österåker,B,M,C,L,KD,,,,,ÖP
2003,117,Österåker,B,M,C,L,KD,,,,,ÖP
2004,117,Österåker,B,M,C,L,KD,,,,,ÖP
2005,117,Österåker,B,M,C,L,KD,,,,,ÖP
2002,120,Värmdö,BL,,C,,KD,S,,MP,,
2003,120,Värmdö,BL,,C,,KD,S,,MP,,
2004,120,Värmdö,BL,,C,,KD,S,,MP,,
2005,120,Värmdö,BL,,C,,KD,S,,MP,,
2002,123,Järfälla,V,,,,,S,V,MP,,
2003,123,Järfälla,V,,,,,S,V,MP,,
2004,123,Järfälla,V,,,,,S,V,MP,,
2005,123,Järfälla,V,,,,,S,V,MP,,
2002,125,Ekerö,B,M,C,L,KD,,,,,
2003,125,Ekerö,B,M,C,L,KD,,,,,
2004,125,Ekerö,B,M,C,L,KD,,,,,
2005,125,Ekerö,B,M,C,L,KD,,,,,
2002,126,Huddinge,V,,,,,S,V,MP,,
2003,126,Huddinge,V,,,,,S,V,MP,,
2004,126,Huddinge,V,,,,,S,V,MP,,
2005,126,Huddinge,V,,,,,S,V,MP,,
2002,127,Botkyrka,V,,,,,S,V,MP,,
2003,127,Botkyrka,V,,,,,S,V,MP,,
2004,127,Botkyrka,V,,,,,S,V,MP,,
2005,127,Botkyrka,V,,,,,S,V,MP,,
2002,128,Salem,B,M,C,L,KD,,,,,
2003,128,Salem,B,M,C,L,KD,,,,,
2004,128,Salem,B,M,C,L,KD,,,,,
2005,128,Salem,B,M,C,L,KD,,,,,
2002,136,Haninge,BL,,,L,,S,,,,
2003,136,Haninge,BL,,,L,,S,,,,
2004,136,Haninge,BL,,,L,,S,,,,
2005,136,Haninge,BL,,,L,,S,,,,
2002,138,Tyresö,B,M,C,L,KD,,,,,
2003,138,Tyresö,B,M,C,L,KD,,,,,
2004,138,Tyresö,B,M,C,L,KD,,,,,
2005,138,Tyresö,B,M,C,L,KD,,,,,
2002,139,Upplands-Bro,V,,,,,S,V,,,
2003,139,Upplands-Bro,V,,,,,S,V,,,
2004,139,Upplands-Bro,V,,,,,S,V,,,
2005,139,Upplands-Bro,V,,,,,S,V,,,
2002,140,Nykvarn,B,M,C,,,,,,,ÖP
2003,140,Nykvarn,B,M,C,,,,,,,ÖP
2004,140,Nykvarn,B,M,C,,,,,,,ÖP
2005,140,Nykvarn,B,M,C,,,,,,,ÖP
2002,160,Täby,B,M,,L,KD,,,,,
2003,160,Täby,B,M,,L,KD,,,,,
2004,160,Täby,B,M,,L,KD,,,,,
2005,160,Täby,B,M,,L,KD,,,,,
2002,162,Danderyd,B,M,,,KD,,,,,
2003,162,Danderyd,B,M,,,KD,,,,,
2004,162,Danderyd,B,M,,,KD,,,,,
2005,162,Danderyd,B,M,,,KD,,,,,
2002,163,Sollentuna,B,M,C,L,,,,,,
2003,163,Sollentuna,B,M,C,L,,,,,,
2004,163,Sollentuna,B,M,C,L,,,,,,
2005,163,Sollentuna,B,M,C,L,,,,,,
2002,180,Stockholm,V,,,,,S,V,MP,,
2003,180,Stockholm,V,,,,,S,V,MP,,
2004,180,Stockholm,V,,,,,S,V,MP,,
2005,180,Stockholm,V,,,,,S,V,MP,,
2002,181,Södertälje,V,,,,,S,V,MP,,
2003,181,Södertälje,V,,,,,S,V,MP,,
2004,181,Södertälje,V,,,,,S,V,MP,,
2005,181,Södertälje,V,,,,,S,V,MP,,
2002,182,Nacka,B,M,,L,KD,,,,,
2003,182,Nacka,B,M,,L,KD,,,,,
2004,182,Nacka,B,M,,L,KD,,,,,
2005,182,Nacka,B,M,,L,KD,,,,,
2002,183,Sundbyberg,V,,,,,S,V,MP,,
2003,183,Sundbyberg,V,,,,,S,V,MP,,
2004,183,Sundbyberg,V,,,,,S,V,MP,,
2005,183,Sundbyberg,V,,,,,S,V,MP,,
2002,184,Solna,B,M,,L,KD,,,,,
2003,184,Solna,B,M,,L,KD,,,,,
2004,184,Solna,B,M,,L,KD,,,,,
2005,184,Solna,B,M,,L,KD,,,,,
2002,186,Lidingö,B,M,,L,,,,,,
2003,186,Lidingö,B,M,,L,,,,,,
2004,186,Lidingö,B,M,,L,,,,,,
2005,186,Lidingö,B,M,,L,,,,,,
2002,187,Vaxholm,B,M,C,L,KD,,,,,
2003,187,Vaxholm,B,M,C,L,KD,,,,,
2004,187,Vaxholm,B,M,C,L,KD,,,,,
2005,187,Vaxholm,B,M,C,L,KD,,,,,
2002,188,Norrtälje,B,M,C,L,KD,,,,,
2003,188,Norrtälje,B,M,C,L,KD,,,,,
2004,188,Norrtälje,B,M,C,L,KD,,,,,
2005,188,Norrtälje,B,M,C,L,KD,,,,,
2002,191,Sigtuna,V,,,,,S,V,MP,,
2003,191,Sigtuna,V,,,,,S,V,MP,,
2004,191,Sigtuna,V,,,,,S,V,MP,,
2005,191,Sigtuna,V,,,,,S,V,MP,,
2002,192,Nynäshamn,BL,,,L,,S,,,,
2003,192,Nynäshamn,BL,,,L,,S,,,,
2004,192,Nynäshamn,BL,,,L,,S,,,,
2005,192,Nynäshamn,BL,,,L,,S,,,,
2002,305,Håbo,BL,,C,L,,S,V,MP,,
2003,305,Håbo,BL,,C,L,,S,V,MP,,
2004,305,Håbo,BL,,C,L,,S,V,MP,,
2005,305,Håbo,BL,,C,L,,S,V,MP,,
2002,319,Älvkarleby,V,,,,,S,V,,,
2003,319,Älvkarleby,V,,,,,S,V,,,
2004,319,Älvkarleby,V,,,,,S,V,,,
2005,319,Älvkarleby,V,,,,,S,V,,,
2002,330,Knivsta,B,M,C,L,KD,,,,,
2003,330,Knivsta,B,M,C,L,KD,,,,,
2004,330,Knivsta,B,M,C,L,KD,,,,,
2005,330,Knivsta,B,M,C,L,KD,,,,,
2002,331,Heby,B,,C,L,KD,,,MP,,ÖP
2003,331,Heby,B,,C,L,KD,,,MP,,ÖP
2004,331,Heby,B,,C,L,KD,,,MP,,ÖP
2005,331,Heby,B,,C,L,KD,,,MP,,ÖP
2002,360,Tierp,V,,,,,S,,,,
2003,360,Tierp,V,,,,,S,,,,
2004,360,Tierp,V,,,,,S,,,,
2005,360,Tierp,V,,,,,S,,,,
2002,380,Uppsala,V,,,,,S,V,MP,,
2003,380,Uppsala,V,,,,,S,V,MP,,
2004,380,Uppsala,V,,,,,S,V,MP,,
2005,380,Uppsala,V,,,,,S,V,MP,,
2002,381,Enköping,B,M,C,L,KD,,,,,
2003,381,Enköping,B,M,C,L,KD,,,,,
2004,381,Enköping,B,M,C,L,KD,,,,,
2005,381,Enköping,B,M,C,L,KD,,,,,
2002,382,Östhammar,V,,,,,S,V,MP,,
2003,382,Östhammar,V,,,,,S,V,MP,,
2004,382,Östhammar,V,,,,,S,V,MP,,
2005,382,Östhammar,V,,,,,S,V,MP,,
2002,428,Vingåker,BL,M,C,L,KD,,V,MP,,ÖP
2003,428,Vingåker,BL,M,C,L,KD,,V,MP,,ÖP
2004,428,Vingåker,BL,M,C,L,KD,,V,MP,,ÖP
2005,428,Vingåker,BL,M,C,L,KD,,V,MP,,ÖP
2002,461,Gnesta,B,M,C,L,KD,,,,,ÖP
2003,461,Gnesta,B,M,C,L,KD,,,,,ÖP
2004,461,Gnesta,B,M,C,L,KD,,,,,ÖP
2005,461,Gnesta,B,M,C,L,KD,,,,,ÖP
2002,480,Nyköping,V,,,,,S,,,,
2003,480,Nyköping,V,,,,,S,,,,
2004,480,Nyköping,V,,,,,S,,,,
2005,480,Nyköping,V,,,,,S,,,,
2002,481,Oxelösund,V,,,,,S,V,,,
2003,481,Oxelösund,V,,,,,S,V,,,
2004,481,Oxelösund,V,,,,,S,V,,,
2005,481,Oxelösund,V,,,,,S,V,,,
2002,482,Flen,B,M,C,L,KD,,,,,ÖP
2003,482,Flen,B,M,C,L,KD,,,,,ÖP
2004,482,Flen,B,M,C,L,KD,,,,,ÖP
2005,482,Flen,B,M,C,L,KD,,,,,ÖP
2002,483,Katrineholm,V,,,,,S,,,,
2003,483,Katrineholm,V,,,,,S,,,,
2004,483,Katrineholm,V,,,,,S,,,,
2005,483,Katrineholm,V,,,,,S,,,,
2002,484,Eskilstuna,V,,,,,S,V,,,
2003,484,Eskilstuna,V,,,,,S,V,,,
2004,484,Eskilstuna,V,,,,,S,V,,,
2005,484,Eskilstuna,V,,,,,S,V,,,
2002,486,Strängnäs,B,M,C,L,KD,,,,,
2003,486,Strängnäs,B,M,C,L,KD,,,,,
2004,486,Strängnäs,B,M,C,L,KD,,,,,
2005,486,Strängnäs,B,M,C,L,KD,,,,,
2002,488,Trosa,V,,,,,S,V,MP,,
2003,488,Trosa,V,,,,,S,V,MP,,
2004,488,Trosa,V,,,,,S,V,MP,,
2005,488,Trosa,V,,,,,S,V,MP,,
2002,509,Ödeshög,B,M,C,,KD,,,,,
2003,509,Ödeshög,B,M,C,,KD,,,,,
2004,509,Ödeshög,B,M,C,,KD,,,,,
2005,509,Ödeshög,B,M,C,,KD,,,,,
2002,512,Ydre,BL,,,,,,,,,
2003,512,Ydre,BL,,,,,,,,,
2004,512,Ydre,BL,,,,,,,,,
2005,512,Ydre,BL,,,,,,,,,
2002,513,Kinda,B,M,C,L,KD,,,,,
2003,513,Kinda,B,M,C,L,KD,,,,,
2004,513,Kinda,B,M,C,L,KD,,,,,
2005,513,Kinda,B,M,C,L,KD,,,,,
2002,560,Boxholm,V,,,,,S,,,,
2003,560,Boxholm,V,,,,,S,,,,
2004,560,Boxholm,V,,,,,S,,,,
2005,560,Boxholm,V,,,,,S,,,,
2002,561,Åtvidaberg,B,M,C,L,KD,,,,,ÖP
2003,561,Åtvidaberg,B,M,C,L,KD,,,,,ÖP
2004,561,Åtvidaberg,B,M,C,L,KD,,,,,ÖP
2005,561,Åtvidaberg,B,M,C,L,KD,,,,,ÖP
2002,562,Finspång,V,,,,,S,V,,,
2003,562,Finspång,V,,,,,S,V,,,
2004,562,Finspång,V,,,,,S,V,,,
2005,562,Finspång,V,,,,,S,V,,,
2002,563,Valdemarsvik,B,M,C,L,KD,,,,,
2003,563,Valdemarsvik,B,M,C,L,KD,,,,,
2004,563,Valdemarsvik,B,M,C,L,KD,,,,,
2005,563,Valdemarsvik,B,M,C,L,KD,,,,,
